date,year,month,airline,published_airline,iata_code,geo_summary,geo_region,price_category,terminal,boarding_area,passenger_count
2016-02-01,2016,2,United Airlines,United Airlines,UA,International,Canada,Other,International,G,715
2016-02-01,2016,2,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,E,499
2016-02-01,2016,2,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,11216
2016-02-01,2016,2,United Airlines,United Airlines,UA,International,Europe,Other,International,G,13745
2016-02-01,2016,2,United Airlines,United Airlines,UA,International,Mexico,Other,International,G,10469
2016-02-01,2016,2,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,E,119
2016-02-01,2016,2,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,F,10577
2016-02-01,2016,2,Virgin America,Virgin America,VX,Domestic,US,Low Fare,Terminal 2,D,158191
2016-02-01,2016,2,Virgin America,Virgin America,VX,International,Mexico,Low Fare,Terminal 2,D,3439
2016-02-01,2016,2,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,7706
2016-03-01,2016,3,"Aer Lingus, Ltd.","Aer Lingus, Ltd.",EI,International,Europe,Other,International,G,5755
2016-03-01,2016,3,Aeromexico,Aeromexico,AM,International,Mexico,Other,International,A,10879
2016-03-01,2016,3,Air Canada,Air Canada,AC,International,Canada,Other,International,G,29808
2016-03-01,2016,3,Air China,Air China,CA,International,Asia,Other,International,G,7604
2016-03-01,2016,3,Air France,Air France,AF,International,Europe,Other,International,A,10574
2016-03-01,2016,3,Air India Limited,Air India Limited,AI,International,Asia,Other,International,G,2258
2016-03-01,2016,3,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,8453
2016-03-01,2016,3,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,59029
2016-03-01,2016,3,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,5480
2016-03-01,2016,3,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,7093
2016-03-01,2016,3,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,C,67085
2016-03-01,2016,3,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,117872
2016-03-01,2016,3,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,6591
2016-03-01,2016,3,British Airways,British Airways,BA,International,Europe,Other,International,A,18392
2016-03-01,2016,3,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,4173
2016-03-01,2016,3,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,19129
2016-03-01,2016,3,China Airlines,China Airlines,CI,International,Asia,Other,International,A,9853
2016-03-01,2016,3,China Eastern,China Eastern,MU,International,Asia,Other,International,A,6135
2016-03-01,2016,3,China Southern,China Southern,CZ,International,Asia,Other,International,A,6053
2016-03-01,2016,3,Compass Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,10704
2016-03-01,2016,3,Compass Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,8477
2016-03-01,2016,3,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,133097
2016-03-01,2016,3,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,16590
2016-03-01,2016,3,Emirates,Emirates,EK,International,Middle East,Other,International,A,11503
2016-03-01,2016,3,Etihad Airways,Etihad Airways,EY,International,Middle East,Other,International,A,5007
2016-03-01,2016,3,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,28319
2016-03-01,2016,3,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,International,A,15728
2016-03-01,2016,3,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,6879
2016-03-01,2016,3,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,International,A,61551
2016-03-01,2016,3,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,7726
2016-03-01,2016,3,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,7894
2016-03-01,2016,3,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,21710
2016-03-01,2016,3,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,9904
2016-03-01,2016,3,Qantas Airways,Qantas Airways,QF,International,Australia / Oceania,Other,International,A,5329
2016-03-01,2016,3,SAS Airlines,SAS Airlines,SK,International,Europe,Other,International,G,5518
2016-03-01,2016,3,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,13553
2016-03-01,2016,3,SkyWest Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,989
2016-03-01,2016,3,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,2409
2016-03-01,2016,3,SkyWest Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,158773
2016-03-01,2016,3,SkyWest Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,8364
2016-03-01,2016,3,Southwest Airlines,Southwest Airlines,WN,Domestic,US,Low Fare,Terminal 1,B,142567
2016-03-01,2016,3,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,International,A,3315
2016-03-01,2016,3,Sun Country Airlines,Sun Country Airlines,SY,International,Mexico,Low Fare,International,A,146
2016-03-01,2016,3,Swiss International,Swiss International,LX,International,Europe,Other,International,G,5538
2016-03-01,2016,3,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,A,5405
2016-03-01,2016,3,Turkish Airlines,Turkish Airlines,TK,International,Europe,Other,International,G,8729
2016-03-01,2016,3,United Airlines,United Airlines,UA,Domestic,US,Other,International,G,31435
2016-03-01,2016,3,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,E,263407
2016-03-01,2016,3,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,319873
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Asia,Other,International,G,71388
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,International,G,6372
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Canada,Other,International,G,344
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,E,3805
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,9378
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Europe,Other,International,G,19711
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Mexico,Other,International,G,8581
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,E,914
2016-03-01,2016,3,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,F,17521
2016-03-01,2016,3,Virgin America,Virgin America,VX,Domestic,US,Low Fare,Terminal 2,D,194636
2016-03-01,2016,3,Virgin America,Virgin America,VX,International,Mexico,Low Fare,Terminal 2,D,4693
2016-03-01,2016,3,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,10898
2016-04-01,2016,4,"Aer Lingus, Ltd.","Aer Lingus, Ltd.",EI,International,Europe,Other,International,G,6301
2016-04-01,2016,4,Aeromexico,Aeromexico,AM,International,Mexico,Other,International,A,9483
2016-04-01,2016,4,Air Canada,Air Canada,AC,International,Canada,Other,International,G,28958
2016-04-01,2016,4,Air China,Air China,CA,International,Asia,Other,International,G,8485
2016-04-01,2016,4,Air France,Air France,AF,International,Europe,Other,International,A,13697
2016-04-01,2016,4,Air India Limited,Air India Limited,AI,International,Asia,Low Fare,International,G,138
2016-04-01,2016,4,Air India Limited,Air India Limited,AI,International,Asia,Other,International,G,1839
2016-04-01,2016,4,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,7576
2016-04-01,2016,4,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,54045
2016-04-01,2016,4,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,5149
2016-04-01,2016,4,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,6185
2016-04-01,2016,4,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,C,66900
2016-04-01,2016,4,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,108063
2016-04-01,2016,4,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,6095
2016-04-01,2016,4,British Airways,British Airways,BA,International,Europe,Other,International,A,18295
2016-04-01,2016,4,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,3571
2016-04-01,2016,4,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,17168
2016-04-01,2016,4,China Airlines,China Airlines,CI,International,Asia,Other,International,A,9254
2016-04-01,2016,4,China Eastern,China Eastern,MU,International,Asia,Other,International,A,4795
2016-04-01,2016,4,China Southern,China Southern,CZ,International,Asia,Other,International,A,5370
2016-04-01,2016,4,Compass Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,17244
2016-04-01,2016,4,Compass Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,9070
2016-04-01,2016,4,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,154775
2016-04-01,2016,4,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,15746
2016-04-01,2016,4,Emirates,Emirates,EK,International,Middle East,Other,International,A,10608
2016-04-01,2016,4,Etihad Airways,Etihad Airways,EY,International,Middle East,Other,International,A,4938
2016-04-01,2016,4,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,29434
2016-04-01,2016,4,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,International,A,15864
2016-04-01,2016,4,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,5602
2016-04-01,2016,4,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,International,A,64507
2016-04-01,2016,4,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,10487
2016-04-01,2016,4,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,7958
2016-04-01,2016,4,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,20762
2016-04-01,2016,4,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,9616
2016-04-01,2016,4,Qantas Airways,Qantas Airways,QF,International,Australia / Oceania,Other,International,A,5668
2016-04-01,2016,4,SAS Airlines,SAS Airlines,SK,International,Europe,Other,International,G,6297
2016-04-01,2016,4,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,12203
2016-04-01,2016,4,SkyWest Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,1174
2016-04-01,2016,4,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,395
2016-04-01,2016,4,SkyWest Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,154002
2016-04-01,2016,4,SkyWest Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,7900
2016-04-01,2016,4,Southwest Airlines,Southwest Airlines,WN,Domestic,US,Low Fare,Terminal 1,B,140655
2016-04-01,2016,4,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,International,A,5041
2016-04-01,2016,4,Sun Country Airlines,Sun Country Airlines,SY,International,Mexico,Low Fare,International,A,146
2016-04-01,2016,4,Swiss International,Swiss International,LX,International,Europe,Other,International,G,5598
2016-04-01,2016,4,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,A,4340
2016-04-01,2016,4,Turkish Airlines,Turkish Airlines,TK,International,Europe,Other,International,G,8018
2016-04-01,2016,4,United Airlines,United Airlines,UA,Domestic,US,Other,International,G,25362
2016-04-01,2016,4,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,E,253489
2016-04-01,2016,4,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,320027
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Asia,Other,International,G,65019
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,International,G,5434
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Canada,Other,International,G,310
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,E,2014
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,12751
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Europe,Other,International,G,27206
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Mexico,Other,International,G,8332
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,E,1267
2016-04-01,2016,4,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,F,15697
2016-04-01,2016,4,Virgin America,Virgin America,VX,Domestic,US,Low Fare,Terminal 2,D,199539
2016-04-01,2016,4,Virgin America,Virgin America,VX,International,Mexico,Low Fare,Terminal 2,D,5307
2016-04-01,2016,4,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,11793
2016-05-01,2016,5,"Aer Lingus, Ltd.","Aer Lingus, Ltd.",EI,International,Europe,Other,International,G,7249
2016-05-01,2016,5,Aeromexico,Aeromexico,AM,International,Mexico,Other,International,A,10582
2016-05-01,2016,5,Air Berlin,Air Berlin,AB,International,Europe,Other,International,A,2041
2016-05-01,2016,5,Air Canada,Air Canada,AC,International,Canada,Other,International,G,42727
2016-05-01,2016,5,Air China,Air China,CA,International,Asia,Other,International,G,9136
2016-05-01,2016,5,Air France,Air France,AF,International,Europe,Other,International,A,17944
2016-05-01,2016,5,Air India Limited,Air India Limited,AI,International,Asia,Low Fare,International,G,161
2016-05-01,2016,5,Air India Limited,Air India Limited,AI,International,Asia,Other,International,G,2021
2016-05-01,2016,5,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,8126
2016-05-01,2016,5,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,59242
2016-05-01,2016,5,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,4952
2016-05-01,2016,5,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,6905
2016-05-01,2016,5,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,C,77439
2016-05-01,2016,5,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,116461
2016-05-01,2016,5,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,7641
2016-05-01,2016,5,British Airways,British Airways,BA,International,Europe,Other,International,A,20100
2016-05-01,2016,5,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,4216
2016-05-01,2016,5,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,20544
2016-05-01,2016,5,China Airlines,China Airlines,CI,International,Asia,Other,International,A,10374
2016-05-01,2016,5,China Eastern,China Eastern,MU,International,Asia,Other,International,A,5782
2016-05-01,2016,5,China Southern,China Southern,CZ,International,Asia,Other,International,A,6084
2016-05-01,2016,5,Compass Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,9087
2016-05-01,2016,5,Compass Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,9761
2016-05-01,2016,5,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,167546
2016-05-01,2016,5,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,17951
2016-05-01,2016,5,Emirates,Emirates,EK,International,Middle East,Other,International,A,11910
2016-05-01,2016,5,Etihad Airways,Etihad Airways,EY,International,Middle East,Other,International,A,5682
2016-05-01,2016,5,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,30521
2016-05-01,2016,5,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,International,A,16932
2016-05-01,2016,5,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,6463
2016-05-01,2016,5,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,International,A,66189
2016-05-01,2016,5,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,International,G,258
2016-05-01,2016,5,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,13748
2016-05-01,2016,5,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,9904
2016-05-01,2016,5,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,22729
2016-05-01,2016,5,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,11681
2016-05-01,2016,5,Qantas Airways,Qantas Airways,QF,International,Australia / Oceania,Other,International,A,6209
2016-05-01,2016,5,SAS Airlines,SAS Airlines,SK,International,Europe,Other,International,G,6759
2016-05-01,2016,5,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,14975
2016-05-01,2016,5,SkyWest Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,1299
2016-05-01,2016,5,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,7746
2016-05-01,2016,5,SkyWest Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,164576
2016-05-01,2016,5,SkyWest Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,7684
2016-05-01,2016,5,Southwest Airlines,Southwest Airlines,WN,Domestic,US,Low Fare,Terminal 1,B,148420
2016-05-01,2016,5,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,International,A,7522
2016-05-01,2016,5,Swiss International,Swiss International,LX,International,Europe,Other,International,G,6277
2016-05-01,2016,5,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,A,5072
2016-05-01,2016,5,Turkish Airlines,Turkish Airlines,TK,International,Europe,Other,International,G,8808
2016-05-01,2016,5,United Airlines,United Airlines,UA,Domestic,US,Other,International,G,22801
2016-05-01,2016,5,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,E,270664
2016-05-01,2016,5,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,357467
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Asia,Other,International,G,80046
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,International,G,5385
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Canada,Other,International,G,386
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,E,4279
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,15812
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Europe,Other,International,G,36646
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Mexico,Other,International,G,5354
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,E,616
2016-05-01,2016,5,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,F,14810
2016-05-01,2016,5,Virgin America,Virgin America,VX,Domestic,US,Low Fare,Terminal 2,D,213372
2016-05-01,2016,5,Virgin America,Virgin America,VX,International,Mexico,Low Fare,Terminal 2,D,5273
2016-05-01,2016,5,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,12150
2016-05-01,2016,5,WestJet,WestJet,WS,International,Canada,Other,International,A,7039
2016-06-01,2016,6,"Aer Lingus, Ltd.","Aer Lingus, Ltd.",EI,International,Europe,Other,International,G,7778
2016-06-01,2016,6,Aeromexico,Aeromexico,AM,International,Mexico,Other,International,A,13306
2016-06-01,2016,6,Air Berlin,Air Berlin,AB,International,Europe,Other,International,A,5130
2016-06-01,2016,6,Air Canada,Air Canada,AC,International,Canada,Other,International,G,50932
2016-06-01,2016,6,Air China,Air China,CA,International,Asia,Other,International,G,9389
2016-06-01,2016,6,Air France,Air France,AF,International,Europe,Other,International,A,22829
2016-06-01,2016,6,Air India Limited,Air India Limited,AI,International,Asia,Low Fare,International,G,172
2016-06-01,2016,6,Air India Limited,Air India Limited,AI,International,Asia,Other,International,G,2661
2016-06-01,2016,6,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,7853
2016-06-01,2016,6,Fiji Airways,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Other,International,G,1212
2016-06-01,2016,6,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,61412
2016-06-01,2016,6,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,7404
2016-06-01,2016,6,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,7273
2016-06-01,2016,6,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,C,91161
2016-06-01,2016,6,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,120994
2016-06-01,2016,6,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,8095
2016-06-01,2016,6,British Airways,British Airways,BA,International,Europe,Other,International,A,20299
2016-06-01,2016,6,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,4371
2016-06-01,2016,6,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,22013
2016-06-01,2016,6,China Airlines,China Airlines,CI,International,Asia,Other,International,A,10284
2016-06-01,2016,6,China Eastern,China Eastern,MU,International,Asia,Other,International,A,7301
2016-06-01,2016,6,China Southern,China Southern,CZ,International,Asia,Other,International,A,6251
2016-06-01,2016,6,Compass Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,13037
2016-06-01,2016,6,Compass Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,12962
2016-06-01,2016,6,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,193440
2016-06-01,2016,6,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,17960
2016-06-01,2016,6,Emirates,Emirates,EK,International,Middle East,Other,International,A,13438
2016-06-01,2016,6,Etihad Airways,Etihad Airways,EY,International,Middle East,Other,International,A,6436
2016-06-01,2016,6,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,31014
2016-06-01,2016,6,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,International,A,17030
2016-06-01,2016,6,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,6699
2016-06-01,2016,6,Jazz Aviation,Air Canada,AC,International,Canada,Other,International,G,865
2016-06-01,2016,6,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,International,A,65813
2016-06-01,2016,6,JetBlue Airways,JetBlue Airways,B6,Domestic,US,Low Fare,International,G,138
2016-06-01,2016,6,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,13897
2016-06-01,2016,6,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,10062
2016-06-01,2016,6,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,23310
2016-06-01,2016,6,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,13629
2016-06-01,2016,6,Qantas Airways,Qantas Airways,QF,International,Australia / Oceania,Other,International,A,7031
2016-06-01,2016,6,SAS Airlines,SAS Airlines,SK,International,Europe,Other,International,G,7291
2016-06-01,2016,6,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,15294
2016-06-01,2016,6,SkyWest Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,129
2016-06-01,2016,6,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,2021
2016-06-01,2016,6,SkyWest Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,166942
2016-06-01,2016,6,SkyWest Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,7642
2016-06-01,2016,6,Southwest Airlines,Southwest Airlines,WN,Domestic,US,Low Fare,Terminal 1,B,151095
2016-06-01,2016,6,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,International,A,10164
2016-06-01,2016,6,Swiss International,Swiss International,LX,International,Europe,Other,International,G,6367
2016-06-01,2016,6,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,A,5512
2016-06-01,2016,6,Turkish Airlines,Turkish Airlines,TK,International,Europe,Other,International,G,8848
2016-06-01,2016,6,United Airlines,United Airlines,UA,Domestic,US,Other,International,G,21918
2016-06-01,2016,6,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,E,305620
2016-06-01,2016,6,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 3,F,406075
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Asia,Other,International,G,90691
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Australia / Oceania,Other,International,G,6138
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Canada,Other,International,G,273
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,E,3859
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Canada,Other,Terminal 3,F,15958
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Europe,Other,International,G,46142
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Mexico,Other,International,G,6518
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,E,1370
2016-06-01,2016,6,United Airlines,United Airlines,UA,International,Mexico,Other,Terminal 3,F,19514
2016-06-01,2016,6,Virgin America,Virgin America,VX,Domestic,US,Low Fare,Terminal 2,D,222762
2016-06-01,2016,6,Virgin America,Virgin America,VX,International,Mexico,Low Fare,Terminal 2,D,6358
2016-06-01,2016,6,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,15381
2016-06-01,2016,6,WOW Air,WOW Air,WW,International,Europe,Other,International,G,4735
2016-06-01,2016,6,WestJet,WestJet,WS,International,Canada,Other,International,A,7811
2016-06-01,2016,6,XL Airways France,XL Airways France,SE,International,Europe,Other,International,A,2533
2016-07-01,2016,7,"Aer Lingus, Ltd.","Aer Lingus, Ltd.",EI,International,Europe,Other,International,G,6901
2016-07-01,2016,7,Aeromexico,Aeromexico,AM,International,Mexico,Other,International,A,12623
2016-07-01,2016,7,Air Berlin,Air Berlin,AB,International,Europe,Other,International,A,3870
2016-07-01,2016,7,Air Canada,Air Canada,AC,International,Canada,Other,International,G,50271
2016-07-01,2016,7,Air China,Air China,CA,International,Asia,Other,International,G,8131
2016-07-01,2016,7,Air France,Air France,AF,International,Europe,Other,International,A,20733
2016-07-01,2016,7,Air India Limited,Air India Limited,AI,International,Asia,Low Fare,International,G,188
2016-07-01,2016,7,Air India Limited,Air India Limited,AI,International,Asia,Other,International,G,2814
2016-07-01,2016,7,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,9088
2016-07-01,2016,7,Fiji Airways,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Other,International,G,2542
2016-07-01,2016,7,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,61641
2016-07-01,2016,7,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,7477
2016-07-01,2016,7,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,7107
2016-07-01,2016,7,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 1,C,84254
2016-07-01,2016,7,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 2,D,122088
2016-07-01,2016,7,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,8030
2016-07-01,2016,7,British Airways,British Airways,BA,International,Europe,Other,International,A,19812
2016-07-01,2016,7,"COPA Airlines, Inc.","COPA Airlines, Inc.",CM,International,Central America,Other,International,G,4559
