date,year,month,airline,published_airline,iata_code,geo_summary,geo_region,price_category,terminal,boarding_area,passenger_count
2005-08-01,2005,8,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,International,Asia,Other,International,A,6522
2005-08-01,2005,8,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,8718
2005-08-01,2005,8,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,17118
2005-08-01,2005,8,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,6652
2005-08-01,2005,8,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,103188
2005-08-01,2005,8,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,3570
2005-08-01,2005,8,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,Terminal 1,B,4717
2005-08-01,2005,8,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,G,5128
2005-08-01,2005,8,US Airways,US Airways,US,Domestic,US,Other,Terminal 1,A,44508
2005-08-01,2005,8,US Airways,US Airways,US,Domestic,US,Low Fare,Terminal 1,B,40322
2005-08-01,2005,8,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 1,B,61768
2005-08-01,2005,8,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Low Fare,Terminal 3,E,56087
2005-08-01,2005,8,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,E,26098
2005-08-01,2005,8,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,398135
2005-08-01,2005,8,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Asia,Other,International,G,68861
2005-08-01,2005,8,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Other,International,G,7874
2005-08-01,2005,8,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,12145
2005-08-01,2005,8,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Europe,Other,International,G,29920
2005-08-01,2005,8,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Mexico,Other,International,G,9275
2005-08-01,2005,8,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,11072
2005-08-01,2005,8,WestJet,WestJet,WS,International,Canada,Other,International,A,2251
2005-09-01,2005,9,ATA Airlines,ATA Airlines,TZ,Domestic,US,Low Fare,Terminal 1,B,18541
2005-09-01,2005,9,Air Canada,Air Canada,AC,International,Canada,Other,Terminal 1,B,26120
2005-09-01,2005,9,Air China,Air China,CA,International,Asia,Other,International,G,4568
2005-09-01,2005,9,Air France,Air France,AF,International,Europe,Other,International,A,11337
2005-09-01,2005,9,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,4295
2005-09-01,2005,9,AirTran Airways,AirTran Airways,FL,Domestic,US,Low Fare,International,A,6806
2005-09-01,2005,9,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,33742
2005-09-01,2005,9,Alaska Airlines,Alaska Airlines,AS,International,Canada,Other,International,A,7783
2005-09-01,2005,9,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,7674
2005-09-01,2005,9,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,5960
2005-09-01,2005,9,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,135944
2005-09-01,2005,9,American Eagle Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,4166
2005-09-01,2005,9,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,5140
2005-09-01,2005,9,BelAir Airlines,BelAir Airlines,4T,International,Europe,Other,International,A,315
2005-09-01,2005,9,British Airways,British Airways,BA,International,Europe,Other,International,A,20635
2005-09-01,2005,9,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,9874
2005-09-01,2005,9,China Airlines,China Airlines,CI,International,Asia,Other,International,A,9486
2005-09-01,2005,9,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Low Fare,Terminal 1,C,17453
2005-09-01,2005,9,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,67160
2005-09-01,2005,9,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,10752
2005-09-01,2005,9,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,12989
2005-09-01,2005,9,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,Terminal 1,C,7624
2005-09-01,2005,9,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,4401
2005-09-01,2005,9,Icelandair,Icelandair (Inactive),FI,International,Europe,Other,International,A,1677
2005-09-01,2005,9,Independence Air,Independence Air,DH,Domestic,US,Low Fare,International,A,5503
2005-09-01,2005,9,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,8264
2005-09-01,2005,9,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,9513
2005-09-01,2005,9,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,3448
2005-09-01,2005,9,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,21379
2005-09-01,2005,9,Mesa Airlines,US Airways,US,Domestic,US,Other,Terminal 1,B,1751
2005-09-01,2005,9,Mexicana Airlines,Mexicana Airlines,MX,International,Mexico,Other,International,G,4823
2005-09-01,2005,9,Midwest Airlines,Midwest Airlines,YX,Domestic,US,Other,Terminal 1,A,2867
2005-09-01,2005,9,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,Domestic,US,Other,Terminal 1,C,47061
2005-09-01,2005,9,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,International,Asia,Other,International,A,5615
2005-09-01,2005,9,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,7875
2005-09-01,2005,9,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,14251
2005-09-01,2005,9,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,6666
2005-09-01,2005,9,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,95008
2005-09-01,2005,9,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,3457
2005-09-01,2005,9,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,Terminal 1,B,3592
2005-09-01,2005,9,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,G,3529
2005-09-01,2005,9,US Airways,US Airways,US,Domestic,US,Other,Terminal 1,A,36632
2005-09-01,2005,9,US Airways,US Airways,US,Domestic,US,Low Fare,Terminal 1,B,34761
2005-09-01,2005,9,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 1,B,49094
2005-09-01,2005,9,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Low Fare,Terminal 3,E,50235
2005-09-01,2005,9,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,E,23767
2005-09-01,2005,9,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,360563
2005-09-01,2005,9,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Asia,Other,International,G,62403
2005-09-01,2005,9,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Other,International,G,7750
2005-09-01,2005,9,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,10220
2005-09-01,2005,9,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Europe,Other,International,G,29928
2005-09-01,2005,9,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Mexico,Other,International,G,5123
2005-09-01,2005,9,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,11623
2005-09-01,2005,9,WestJet,WestJet,WS,International,Canada,Other,International,A,1997
2005-10-01,2005,10,ATA Airlines,ATA Airlines,TZ,Domestic,US,Low Fare,Terminal 1,B,19983
2005-10-01,2005,10,Air Canada,Air Canada,AC,International,Canada,Other,Terminal 1,B,22780
2005-10-01,2005,10,Air China,Air China,CA,International,Asia,Other,International,G,4715
2005-10-01,2005,10,Air France,Air France,AF,International,Europe,Other,International,A,10796
2005-10-01,2005,10,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,4766
2005-10-01,2005,10,AirTran Airways,AirTran Airways,FL,Domestic,US,Low Fare,International,A,6999
2005-10-01,2005,10,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,33214
2005-10-01,2005,10,Alaska Airlines,Alaska Airlines,AS,International,Canada,Other,International,A,6093
2005-10-01,2005,10,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,9998
2005-10-01,2005,10,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,6001
2005-10-01,2005,10,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,138552
2005-10-01,2005,10,American Eagle Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,4524
2005-10-01,2005,10,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,5409
2005-10-01,2005,10,British Airways,British Airways,BA,International,Europe,Other,International,A,18988
2005-10-01,2005,10,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,11106
2005-10-01,2005,10,China Airlines,China Airlines,CI,International,Asia,Other,International,A,10254
2005-10-01,2005,10,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Low Fare,Terminal 1,C,20904
2005-10-01,2005,10,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,63704
2005-10-01,2005,10,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,11311
2005-10-01,2005,10,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,12490
2005-10-01,2005,10,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,Terminal 1,C,6962
2005-10-01,2005,10,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,4096
2005-10-01,2005,10,Icelandair,Icelandair (Inactive),FI,International,Europe,Other,International,A,975
2005-10-01,2005,10,Independence Air,Independence Air,DH,Domestic,US,Low Fare,International,A,4446
2005-10-01,2005,10,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,7924
2005-10-01,2005,10,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,9113
2005-10-01,2005,10,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,3812
2005-10-01,2005,10,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,19478
2005-10-01,2005,10,Mesa Airlines,US Airways,US,Domestic,US,Other,Terminal 1,B,1735
2005-10-01,2005,10,Mexicana Airlines,Mexicana Airlines,MX,International,Mexico,Other,International,G,7101
2005-10-01,2005,10,Midwest Airlines,Midwest Airlines,YX,Domestic,US,Other,Terminal 1,A,2984
2005-10-01,2005,10,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,Domestic,US,Other,Terminal 1,C,48977
2005-10-01,2005,10,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,International,Asia,Other,International,A,6559
2005-10-01,2005,10,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,10360
2005-10-01,2005,10,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,17250
2005-10-01,2005,10,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,6553
2005-10-01,2005,10,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,101134
2005-10-01,2005,10,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,3508
2005-10-01,2005,10,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,Terminal 1,B,3448
2005-10-01,2005,10,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,G,4037
2005-10-01,2005,10,US Airways,US Airways,US,Domestic,US,Other,Terminal 1,A,37680
2005-10-01,2005,10,US Airways,US Airways,US,Domestic,US,Low Fare,Terminal 1,B,34562
2005-10-01,2005,10,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 1,B,52204
2005-10-01,2005,10,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Low Fare,Terminal 3,E,56155
2005-10-01,2005,10,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,E,23767
2005-10-01,2005,10,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,355445
2005-10-01,2005,10,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Asia,Other,International,G,68237
2005-10-01,2005,10,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Other,International,G,9056
2005-10-01,2005,10,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,8022
2005-10-01,2005,10,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Europe,Other,International,G,26955
2005-10-01,2005,10,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Mexico,Other,International,G,8491
2005-10-01,2005,10,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,9751
2005-10-01,2005,10,WestJet,WestJet,WS,International,Canada,Other,International,A,1458
2005-11-01,2005,11,ATA Airlines,ATA Airlines,TZ,Domestic,US,Low Fare,Terminal 1,B,17376
2005-11-01,2005,11,ATA Airlines,ATA Airlines,TZ,International,Canada,Low Fare,International,A,284
2005-11-01,2005,11,Air Canada,Air Canada,AC,International,Canada,Other,Terminal 1,B,18144
2005-11-01,2005,11,Air China,Air China,CA,International,Asia,Other,International,G,4149
2005-11-01,2005,11,Air France,Air France,AF,International,Europe,Other,International,A,7574
2005-11-01,2005,11,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,4583
2005-11-01,2005,11,AirTran Airways,AirTran Airways,FL,Domestic,US,Low Fare,International,A,5929
2005-11-01,2005,11,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,34920
2005-11-01,2005,11,Alaska Airlines,Alaska Airlines,AS,International,Canada,Other,International,A,5889
2005-11-01,2005,11,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,12576
2005-11-01,2005,11,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,5304
2005-11-01,2005,11,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,135008
2005-11-01,2005,11,American Eagle Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,4409
2005-11-01,2005,11,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,4569
2005-11-01,2005,11,British Airways,British Airways,BA,International,Europe,Other,International,A,15554
2005-11-01,2005,11,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,10097
2005-11-01,2005,11,China Airlines,China Airlines,CI,International,Asia,Other,International,A,10234
2005-11-01,2005,11,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Low Fare,Terminal 1,C,20550
2005-11-01,2005,11,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,58191
2005-11-01,2005,11,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,11792
2005-11-01,2005,11,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,12922
2005-11-01,2005,11,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,Terminal 1,C,7195
2005-11-01,2005,11,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,4472
2005-11-01,2005,11,Independence Air,Independence Air,DH,Domestic,US,Low Fare,International,A,1790
2005-11-01,2005,11,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,8103
2005-11-01,2005,11,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,7110
2005-11-01,2005,11,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,4409
2005-11-01,2005,11,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,15229
2005-11-01,2005,11,Mesa Airlines,US Airways,US,Domestic,US,Other,Terminal 1,B,1441
2005-11-01,2005,11,Mexicana Airlines,Mexicana Airlines,MX,International,Mexico,Other,International,G,8184
2005-11-01,2005,11,Midwest Airlines,Midwest Airlines,YX,Domestic,US,Other,Terminal 1,A,2537
2005-11-01,2005,11,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,Domestic,US,Other,Terminal 1,C,46200
2005-11-01,2005,11,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,International,Asia,Other,International,A,5965
2005-11-01,2005,11,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,8086
2005-11-01,2005,11,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,16438
2005-11-01,2005,11,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,6472
2005-11-01,2005,11,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,89742
2005-11-01,2005,11,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,3064
2005-11-01,2005,11,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,Terminal 1,B,3811
2005-11-01,2005,11,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,G,4259
2005-11-01,2005,11,US Airways,US Airways,US,Domestic,US,Other,Terminal 1,A,29799
2005-11-01,2005,11,US Airways,US Airways,US,Domestic,US,Low Fare,Terminal 1,B,33243
2005-11-01,2005,11,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 1,B,47813
2005-11-01,2005,11,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Low Fare,Terminal 3,E,57821
2005-11-01,2005,11,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,374221
2005-11-01,2005,11,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Asia,Other,International,G,60797
2005-11-01,2005,11,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Other,International,G,7850
2005-11-01,2005,11,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,7651
2005-11-01,2005,11,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Europe,Other,International,G,21571
2005-11-01,2005,11,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Mexico,Other,International,G,9649
2005-11-01,2005,11,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,8174
2005-11-01,2005,11,WestJet,WestJet,WS,International,Canada,Other,International,A,1283
2005-12-01,2005,12,ATA Airlines,ATA Airlines,TZ,Domestic,US,Low Fare,Terminal 1,B,16790
2005-12-01,2005,12,Air Canada,Air Canada,AC,International,Canada,Other,Terminal 1,B,19481
2005-12-01,2005,12,Jazz Aviation,Air Canada,AC,International,Canada,Other,Terminal 1,B,509
2005-12-01,2005,12,Air China,Air China,CA,International,Asia,Other,International,G,3543
2005-12-01,2005,12,Air France,Air France,AF,International,Europe,Other,International,A,7456
2005-12-01,2005,12,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,6473
2005-12-01,2005,12,AirTran Airways,AirTran Airways,FL,Domestic,US,Low Fare,International,A,5844
2005-12-01,2005,12,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,35412
2005-12-01,2005,12,Alaska Airlines,Alaska Airlines,AS,International,Canada,Other,International,A,6847
2005-12-01,2005,12,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,12586
2005-12-01,2005,12,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,5895
2005-12-01,2005,12,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,130393
2005-12-01,2005,12,American Eagle Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,4313
2005-12-01,2005,12,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,5020
2005-12-01,2005,12,British Airways,British Airways,BA,International,Europe,Other,International,A,15271
2005-12-01,2005,12,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,10442
2005-12-01,2005,12,China Airlines,China Airlines,CI,International,Asia,Other,International,A,11506
2005-12-01,2005,12,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Low Fare,Terminal 1,C,22322
2005-12-01,2005,12,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,57401
2005-12-01,2005,12,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,12336
2005-12-01,2005,12,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,13049
2005-12-01,2005,12,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,Terminal 1,C,7602
2005-12-01,2005,12,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,4462
2005-12-01,2005,12,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,9192
2005-12-01,2005,12,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,7237
2005-12-01,2005,12,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,5101
2005-12-01,2005,12,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,14949
2005-12-01,2005,12,Mesa Airlines,US Airways,US,Domestic,US,Other,Terminal 1,B,1638
2005-12-01,2005,12,Mexicana Airlines,Mexicana Airlines,MX,International,Mexico,Other,International,G,10450
2005-12-01,2005,12,Midwest Airlines,Midwest Airlines,YX,Domestic,US,Other,Terminal 1,B,2554
2005-12-01,2005,12,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,Domestic,US,Other,Terminal 1,C,47663
2005-12-01,2005,12,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,International,Asia,Other,International,A,6520
2005-12-01,2005,12,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,12657
2005-12-01,2005,12,Singapore Airlines,Singapore Airlines,SQ,International,Asia,Other,International,G,18197
2005-12-01,2005,12,SkyWest Airlines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,3897
2005-12-01,2005,12,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,90500
2005-12-01,2005,12,SkyWest Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,3258
2005-12-01,2005,12,Sun Country Airlines,Sun Country Airlines,SY,Domestic,US,Low Fare,Terminal 1,B,4146
2005-12-01,2005,12,"TACA International Airlines, S.A.","TACA International Airlines, S.A.",TA,International,Central America,Other,International,G,7536
2005-12-01,2005,12,US Airways,US Airways,US,Domestic,US,Low Fare,Terminal 1,B,33736
2005-12-01,2005,12,US Airways,US Airways,US,Domestic,US,Other,Terminal 1,B,26801
2005-12-01,2005,12,United Airlines,United Airlines,UA,Domestic,US,Other,Terminal 1,B,49674
2005-12-01,2005,12,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Low Fare,Terminal 3,E,62840
2005-12-01,2005,12,United Airlines,United Airlines - Pre 07/01/2013,UA,Domestic,US,Other,Terminal 3,F,382711
2005-12-01,2005,12,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Asia,Other,International,G,67674
2005-12-01,2005,12,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Other,International,G,9790
2005-12-01,2005,12,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Canada,Other,Terminal 3,F,11319
2005-12-01,2005,12,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Europe,Other,International,G,22376
2005-12-01,2005,12,United Airlines,United Airlines - Pre 07/01/2013,UA,International,Mexico,Other,International,G,12624
2005-12-01,2005,12,Virgin Atlantic,Virgin Atlantic,VS,International,Europe,Other,International,A,8798
2005-12-01,2005,12,WestJet,WestJet,WS,International,Canada,Other,International,A,1209
2006-01-01,2006,1,ATA Airlines,ATA Airlines,TZ,Domestic,US,Low Fare,Terminal 1,B,12226
2006-01-01,2006,1,Air Canada,Air Canada,AC,International,Canada,Other,Terminal 1,B,18360
2006-01-01,2006,1,Jazz Aviation,Air Canada,AC,International,Canada,Other,Terminal 1,B,337
2006-01-01,2006,1,Air China,Air China,CA,International,Asia,Other,International,G,3078
2006-01-01,2006,1,Air France,Air France,AF,International,Europe,Other,International,A,7175
2006-01-01,2006,1,Air New Zealand,Air New Zealand,NZ,International,Australia / Oceania,Other,International,G,7450
2006-01-01,2006,1,AirTran Airways,AirTran Airways,FL,Domestic,US,Low Fare,International,A,4057
2006-01-01,2006,1,Alaska Airlines,Alaska Airlines,AS,Domestic,US,Other,International,A,31577
2006-01-01,2006,1,Alaska Airlines,Alaska Airlines,AS,International,Canada,Other,International,A,4921
2006-01-01,2006,1,Alaska Airlines,Alaska Airlines,AS,International,Mexico,Other,International,A,11638
2006-01-01,2006,1,ANA,"All Nippon Company Airways, Ltd.",NH,International,Asia,Other,International,G,6005
2006-01-01,2006,1,American Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,110409
2006-01-01,2006,1,American Eagle Airlines,American Airlines,AA,Domestic,US,Other,Terminal 3,E,3530
2006-01-01,2006,1,Asiana Airlines,Asiana Airlines,OZ,International,Asia,Other,International,A,4680
2006-01-01,2006,1,British Airways,British Airways,BA,International,Europe,Other,International,A,15573
2006-01-01,2006,1,Cathay Pacific,Cathay Pacific,CX,International,Asia,Other,International,A,10399
2006-01-01,2006,1,China Airlines,China Airlines,CI,International,Asia,Other,International,A,11480
2006-01-01,2006,1,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Low Fare,Terminal 1,C,15650
2006-01-01,2006,1,Delta Air Lines,Delta Air Lines,DL,Domestic,US,Other,Terminal 1,C,42321
2006-01-01,2006,1,EVA Airways,EVA Airways,BR,International,Asia,Other,International,G,12688
2006-01-01,2006,1,Frontier Airlines,Frontier Airlines,F9,Domestic,US,Low Fare,Terminal 1,B,11071
2006-01-01,2006,1,Hawaiian Airlines,Hawaiian Airlines,HA,Domestic,US,Other,Terminal 1,C,7255
2006-01-01,2006,1,Horizon Air,Alaska Airlines,AS,Domestic,US,Other,Terminal 1,B,3613
2006-01-01,2006,1,Japan Airlines,Japan Airlines,JL,International,Asia,Other,International,A,7819
2006-01-01,2006,1,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,KL,International,Europe,Other,International,A,6508
2006-01-01,2006,1,Korean Air Lines,Korean Air Lines,KE,International,Asia,Other,International,A,4759
2006-01-01,2006,1,Lufthansa German Airlines,Lufthansa German Airlines,LH,International,Europe,Other,International,G,14551
2006-01-01,2006,1,Mesa Airlines,US Airways,US,Domestic,US,Other,Terminal 1,B,1140
2006-01-01,2006,1,Mexicana Airlines,Mexicana Airlines,MX,International,Mexico,Other,International,G,7313
2006-01-01,2006,1,Midwest Airlines,Midwest Airlines,YX,Domestic,US,Other,Terminal 1,B,2451
2006-01-01,2006,1,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,Domestic,US,Other,Terminal 1,C,38256
2006-01-01,2006,1,Northwest Airlines (became Delta),Northwest Airlines (became Delta),NW,International,Asia,Other,International,A,5751
2006-01-01,2006,1,Philippine Airlines,Philippine Airlines,PR,International,Asia,Other,International,A,11854
